protein,gene_id,human_orth_id,human_pident,human_evalue,human_score,dog_orth_id,dog_pident,dog_evalue,dog_score,pig_orth_id,pig_pident,pig_evalue,pig_score,ferret_orth_id,ferret_pident,ferret_evalue,ferret_score
XP_044926188.1,THRA,ENSP00000264637,99.4,0.0,932,ENSCAFP00000023858,99.8,0.0,934,,,,,ENSMPUP00000014812,100,0.0,937
XP_044926189.1,THRA,ENSP00000264637,91.1,8.65e-306,838,ENSCAFP00000023858,91.5,4.68e-306,840,,,,,ENSMPUP00000014812,91.7,2.53e-307,843
XP_044926190.1,EFCAB5,,,,,,,,,,,,,ENSMPUP00000013778,100,0.0,2702
XP_044926191.1,EFCAB5,,,,,,,,,,,,,ENSMPUP00000013778,100,0.0,2702
XP_044926192.1,SSH2,,,,,,,,,,,,,ENSMPUP00000013786,100,0.0,2650
XP_044926193.1,SSH2,,,,,,,,,,,,,ENSMPUP00000013786,100,0.0,2650
XP_044926195.1,SSH2,,,,,,,,,,,,,ENSMPUP00000013786,94.7,1.33e-110,352
XP_044926199.1,SCARF1,,,,,,,,,,,,,ENSMPUP00000013147,94.1,0.0,1123
XP_044926200.1,PAFAH1B1,ENSP00000380378,99.7,2.63e-137,405,,,,,ENSSSCP00000018896,100,6.52e-138,407,ENSMPUP00000012758,100,6.52e-138,407
XP_044926210.1,MYO18A,ENSP00000437073,92.8,0.0,3323,ENSCAFP00000027843,96.5,0.0,3362,,,,,,,,
XP_044926211.1,MYO18A,ENSP00000437073,92.2,0.0,3288,ENSCAFP00000027843,95.8,0.0,3321,,,,,,,,
XP_044926212.1,MYO18A,ENSP00000437073,93.7,0.0,3341,ENSCAFP00000027843,97.4,0.0,3376,,,,,,,,
XP_044926213.1,MYO18A,ENSP00000437073,92.5,0.0,3298,ENSCAFP00000027843,96.0,0.0,3328,,,,,,,,
XP_044926214.1,MYO18A,ENSP00000437073,93.0,0.0,3306,ENSCAFP00000027843,96.6,0.0,3335,,,,,,,,
XP_044926215.1,MYO18A,,,,,,,,,,,,,ENSMPUP00000013987,98.8,0.0,3171
XP_044926219.1,LIG3,,,,,,,,,,,,,ENSMPUP00000014748,100,0.0,1860
XP_044926220.1,LIG3,,,,,,,,,,,,,ENSMPUP00000014748,96.1,0.0,1778
XP_044926221.1,RFFL,,,,,,,,,,,,,ENSMPUP00000014750,100,7.17e-267,730
XP_044926222.1,LOC101691473,,,,,,,,,,,,,ENSMPUP00000019365,100,8.23e-218,601
XP_044926224.1,NR1D1,,,,,,,,,,,,,ENSMPUP00000014808,98.7,0.0,1046
XP_044926229.1,WDR89,,,,,,,,,,,,,ENSMPUP00000019517,100,1.16e-286,782
XP_044926231.1,LOC123389191,,,,,,,,,,,,,ENSMPUP00000001087,88.9,2.57e-107,313
XP_044926232.1,ADAP2,,,,,ENSCAFP00000030645,89.4,1.31e-263,723,,,,,ENSMPUP00000014585,92.5,2.57e-270,740
XP_044926233.1,TEFM,,,,,,,,,,,,,ENSMPUP00000014581,86.3,3.86e-217,602
XP_044926234.1,CDK12,,,,,ENSCAFP00000024160,97.1,0.0,2158,,,,,,,,
XP_044926235.1,CDK12,,,,,ENSCAFP00000024160,97.1,0.0,2158,,,,,,,,
XP_044926236.1,CDK12,,,,,ENSCAFP00000024160,97.4,0.0,1950,,,,,,,,
XP_044926237.1,ELF2,,,,,,,,,,,,,ENSMPUP00000016028,97.3,0.0,874
XP_044926238.1,NUFIP2,ENSP00000225388,92.7,0.0,1118,ENSCAFP00000027859,94.6,0.0,1134,,,,,,,,
XP_044926240.1,DHRS11,,,,,ENSCAFP00000026330,92.6,2.12e-172,485,,,,,,,,
XP_044926241.1,DHRS11,,,,,ENSCAFP00000026330,94.9,4.95e-181,505,,,,,,,,
XP_044926242.1,PPP1R9B,,,,,,,,,,,,,ENSMPUP00000015308,99.9,0.0,1260
XP_044926245.1,MBTD1,,,,,ENSCAFP00000025516,95.4,0.0,1212,ENSSSCP00000018646,94.9,0.0,1212,,,,
XP_044926246.1,IFT20,,,,,,,,,,,,,ENSMPUP00000014244,100,4.45e-99,288
XP_044926247.1,IFT20,,,,,,,,,,,,,ENSMPUP00000014244,100,4.45e-99,288
XP_044926249.1,SMG6,,,,,,,,,,,,,ENSMPUP00000012947,99.9,0.0,2672
XP_044926250.1,SYNE2,,,,,,,,,,,,,ENSMPUP00000006570,99.3,0.0,12835
XP_044926251.1,HOXB3,,,,,ENSCAFP00000037349,95.2,5.38e-267,736,,,,,,,,
XP_044926252.1,HOXB3,,,,,ENSCAFP00000037349,95.2,5.38e-267,736,,,,,,,,
XP_044926253.1,HOXB3,,,,,ENSCAFP00000037349,95.2,5.38e-267,736,,,,,,,,
XP_044926254.1,HOXB3,,,,,ENSCAFP00000037349,95.2,5.38e-267,736,,,,,,,,
XP_044926255.1,HOXB3,,,,,ENSCAFP00000037349,95.2,5.38e-267,736,,,,,,,,
XP_044926256.1,HOXB3,,,,,ENSCAFP00000037349,95.2,5.38e-267,736,,,,,,,,
XP_044926259.1,MSI2,ENSP00000284073,100,2.46e-224,619,,,,,,,,,,,,
XP_044926260.1,MSI2,ENSP00000284073,100,7.67e-175,492,,,,,,,,,,,,
XP_044926261.1,MSI2,ENSP00000284073,100,6.89e-166,468,,,,,,,,,,,,
XP_044926262.1,SYNE2,,,,,,,,,,,,,ENSMPUP00000006570,99.4,0.0,8363
XP_044926264.1,KSR1,,,,,,,,,,,,,ENSMPUP00000014265,93.7,0.0,1485
XP_044926265.1,ABCC3,,,,,,,,,,,,,ENSMPUP00000015398,100,0.0,2751
XP_044926266.1,ABCC3,,,,,,,,,,,,,ENSMPUP00000015398,100,0.0,2751
XP_044926267.1,ABCC3,,,,,,,,,,,,,ENSMPUP00000015398,95.9,0.0,2614
XP_044926268.1,ABCC3,,,,,,,,,,,,,ENSMPUP00000015398,100,0.0,2514
XP_044926269.1,ABCC3,,,,,,,,,,,,,ENSMPUP00000015398,100,0.0,2440
XP_044926272.1,PRR15L,,,,,,,,,,,,,ENSMPUP00000019955,100,1.14e-66,202
XP_044926273.1,PRR15L,,,,,,,,,,,,,ENSMPUP00000019955,100,4.68e-67,203
XP_044926274.1,LOC101671482,,,,,ENSCAFP00000038919,84.8,1.88e-135,391,,,,,ENSMPUP00000012973,85.2,7.76e-137,395
XP_044926275.1,YPEL2,,,,,ENSCAFP00000040522,100,4.80e-87,255,ENSSSCP00000020308,95.8,9.34e-85,249,ENSMPUP00000003116,96.6,6.08e-84,248
XP_044926276.1,MLLT6,,,,,ENSCAFP00000024413,89.6,0.0,1543,,,,,ENSMPUP00000015026,91.8,0.0,1582
XP_044926277.1,MLLT6,,,,,ENSCAFP00000024413,97.4,0.0,1456,,,,,ENSMPUP00000015026,100,0.0,1488
XP_044926278.1,CWC25,,,,,,,,,,,,,ENSMPUP00000014966,96.5,2.75e-201,565
XP_044926279.1,PIP4K2B,ENSP00000482548,99.3,5.41e-293,800,ENSCAFP00000024386,100,1.62e-294,804,,,,,,,,
XP_044926280.1,PIP4K2B,ENSP00000482548,99.1,1.03e-255,703,ENSCAFP00000024386,100,3.10e-257,707,,,,,,,,
XP_044926281.1,PSMB3,ENSP00000483688,99.0,1.92e-146,412,ENSCAFP00000024397,100,2.34e-147,414,,,,,,,,
XP_044926282.1,PSMB3,ENSP00000483688,98.4,4.96e-135,383,ENSCAFP00000024397,99.5,6.04e-136,385,,,,,,,,
XP_044926283.1,ZNF207,ENSP00000378165,94.5,1.03e-235,661,,,,,,,,,ENSMPUP00000014652,95.7,2.57e-241,677
XP_044926284.1,ZNF207,,,,,,,,,ENSSSCP00000018787,95.9,7.17e-239,667,ENSMPUP00000014652,92.5,2.12e-236,664
XP_044926285.1,STARD3,,,,,ENSCAFP00000024111,89.4,1.11e-282,775,,,,,ENSMPUP00000014883,92.6,2.66e-290,795
XP_044926286.1,STARD3,,,,,ENSCAFP00000024111,96.8,2.53e-262,722,,,,,ENSMPUP00000014883,100,7.13e-269,739
XP_044926287.1,PPP1R1B,,,,,,,,,,,,,ENSMPUP00000014887,100,1.37e-126,362
XP_044926288.1,TRIM25,,,,,,,,,,,,,ENSMPUP00000015278,100,0.0,1271
XP_044926289.1,ZBTB1,ENSP00000451000,96.1,0.0,1245,ENSCAFP00000042711,97.6,0.0,1258,ENSSSCP00000022624,96.9,0.0,1252,,,,
XP_044926290.1,MTMR4,,,,,ENSCAFP00000025802,96.3,0.0,2312,,,,,ENSMPUP00000015207,95.9,0.0,2269
XP_044926291.1,MTMR4,,,,,ENSCAFP00000025802,96.3,0.0,2312,,,,,ENSMPUP00000015207,95.9,0.0,2269
XP_044926292.1,MTMR4,,,,,ENSCAFP00000025802,96.3,0.0,2174,,,,,,,,
XP_044926293.1,HSF5,,,,,ENSCAFP00000025815,95.0,0.0,1050,ENSSSCP00000018695,91.9,0.0,1044,,,,
XP_044926294.1,HSF5,,,,,ENSCAFP00000025815,73.2,2.44e-269,753,ENSSSCP00000018695,72.4,1.80e-266,745,,,,
XP_044926295.1,ZNF652,,,,,,,,,,,,,ENSMPUP00000015266,100,9.81e-210,605
XP_044926296.1,RPS6KB1,ENSP00000225577,97.6,0.0,1046,ENSCAFP00000026092,97.8,0.0,1046,ENSSSCP00000018724,97.2,0.0,1041,ENSMPUP00000015071,97.9,0.0,1048
XP_044926297.1,RPS6KB1,ENSP00000225577,97.3,0.0,949,ENSCAFP00000026092,97.5,0.0,949,ENSSSCP00000018724,96.9,0.0,944,ENSMPUP00000015071,97.7,0.0,951
XP_044926298.1,RPS6KB1,ENSP00000225577,97.2,0.0,890,ENSCAFP00000026092,97.2,0.0,890,ENSSSCP00000018724,97.0,0.0,889,ENSMPUP00000015071,97.2,0.0,890
XP_044926299.1,RPS6KB1,ENSP00000225577,97.6,0.0,889,ENSCAFP00000026092,97.6,0.0,889,ENSSSCP00000018724,97.4,0.0,887,ENSMPUP00000015071,97.6,0.0,889
XP_044926300.1,ANTXR2,,,,,ENSCAFP00000013031,94.4,4.90e-224,630,,,,,ENSMPUP00000006573,99.0,5.32e-228,638
XP_044926301.1,RPS6KB1,ENSP00000225577,97.6,0.0,888,ENSCAFP00000026092,97.6,0.0,888,ENSSSCP00000018724,97.4,0.0,886,ENSMPUP00000015071,97.6,0.0,888
XP_044926302.1,RPS6KB1,ENSP00000225577,97.0,3.57e-308,845,ENSCAFP00000026092,97.2,2.51e-308,845,ENSSSCP00000018724,96.6,2.40e-306,840,ENSMPUP00000015071,97.5,4.35e-309,847
XP_044926303.1,RPS6KB1,ENSP00000225577,95.2,1.38e-291,801,ENSCAFP00000026092,95.5,9.71e-292,802,ENSSSCP00000018724,94.7,9.27e-290,797,ENSMPUP00000015071,95.7,1.68e-292,804
XP_044926304.1,RPS6KB1,ENSP00000225577,97.1,9.78e-272,750,ENSCAFP00000026092,97.1,9.78e-272,750,ENSSSCP00000018724,96.9,3.97e-271,749,ENSMPUP00000015071,97.1,9.78e-272,750
XP_044926305.1,RPS6KB1,ENSP00000225577,100,3.35e-131,387,ENSCAFP00000026092,100,3.35e-131,387,ENSSSCP00000018724,100,3.35e-131,387,ENSMPUP00000015071,100,3.35e-131,387
XP_044926306.1,LOC101676235,,,,,,,,,,,,,ENSMPUP00000006647,100,0.0,965
XP_044926307.1,RPS6KB1,ENSP00000225577,92.6,2.44e-132,389,ENSCAFP00000026092,92.6,2.44e-132,389,ENSSSCP00000018724,92.6,2.44e-132,389,ENSMPUP00000015071,92.6,2.44e-132,389
XP_044926312.1,LUC7L3,ENSP00000425092,99.5,6.19e-179,513,ENSCAFP00000025368,100,6.19e-179,513,ENSSSCP00000018604,97.7,1.10e-174,502,,,,
XP_044926313.1,LOC101676235,,,,,,,,,,,,,ENSMPUP00000006647,100,0.0,965
XP_044926316.1,KPNB1,ENSP00000290158,99.4,0.0,1707,ENSCAFP00000024538,100,0.0,1716,ENSSSCP00000018562,99.5,0.0,1704,ENSMPUP00000015111,99.0,0.0,1694
XP_044926317.1,DOC2B,ENSP00000482950,97.1,3.56e-280,768,,,,,,,,,,,,
XP_044926318.1,VMP1,ENSP00000262291,86.5,3.48e-245,677,ENSCAFP00000026057,86.7,4.24e-246,679,ENSSSCP00000018722,87.2,2.10e-246,680,ENSMPUP00000015097,89.2,9.77e-252,693
XP_044926319.1,ZBTB25,,,,,,,,,,,,,ENSMPUP00000006675,100,0.0,867
XP_044926320.1,TTLL6,,,,,,,,,,,,,ENSMPUP00000015225,100,0.0,1481
XP_044926321.1,TTLL6,,,,,,,,,,,,,ENSMPUP00000015225,99.9,0.0,1551
XP_044926322.1,TTLL6,,,,,,,,,,,,,ENSMPUP00000015225,100,0.0,1481
XP_044926323.1,ZBTB25,,,,,,,,,,,,,ENSMPUP00000006675,100,0.0,867
XP_044926324.1,TTLL6,,,,,,,,,,,,,ENSMPUP00000015225,100,0.0,1062
XP_044926325.1,TTLL6,,,,,,,,,,,,,ENSMPUP00000015225,99.2,0.0,1062
XP_044926326.1,ZBTB25,,,,,,,,,,,,,ENSMPUP00000006675,100,0.0,867
XP_044926328.1,RAB11FIP4,,,,,ENSCAFP00000027341,95.0,2.89e-302,835,,,,,ENSMPUP00000014460,100,1.10e-308,850
XP_044926329.1,ITGA3,,,,,,,,,,,,,ENSMPUP00000015304,99.6,0.0,2056
XP_044926330.1,PPP1R36,,,,,ENSCAFP00000023621,79.9,4.79e-220,615,,,,,,,,
XP_044926331.1,PPP1R36,,,,,ENSCAFP00000023621,89.8,2.55e-212,596,,,,,,,,
XP_044926334.1,LOC123389268,,,,,,,,,,,,,ENSMPUP00000004115,72.2,6.86e-118,377
XP_044926335.1,LOC123389271,,,,,,,,,,,,,ENSMPUP00000004115,75.2,1.29e-98,318
XP_044926336.1,PPP1R36,,,,,ENSCAFP00000023621,90.6,1.97e-234,650,,,,,,,,
XP_044926338.1,PPP1R36,,,,,ENSCAFP00000023621,90.6,1.97e-234,650,,,,,,,,
XP_044926339.1,KHDRBS2,ENSP00000281156,99.1,6.18e-240,660,ENSCAFP00000003598,97.4,3.57e-239,659,,,,,ENSMPUP00000002577,100,2.25e-242,667
XP_044926340.1,KHDRBS2,ENSP00000281156,99.1,6.18e-240,660,ENSCAFP00000003598,97.4,3.57e-239,659,,,,,ENSMPUP00000002577,100,2.25e-242,667
XP_044926341.1,KHDRBS2,ENSP00000281156,99.1,6.18e-240,660,ENSCAFP00000003598,97.4,3.57e-239,659,,,,,ENSMPUP00000002577,100,2.25e-242,667
XP_044926342.1,KHDRBS2,ENSP00000281156,99.1,6.18e-240,660,ENSCAFP00000003598,97.4,3.57e-239,659,,,,,ENSMPUP00000002577,100,2.25e-242,667
XP_044926343.1,KHDRBS2,ENSP00000281156,99.3,3.51e-199,556,ENSCAFP00000003598,97.0,3.35e-197,551,,,,,ENSMPUP00000002577,100,2.12e-200,560
XP_044926344.1,LOC123389275,,,,,,,,,,,,,ENSMPUP00000003105,100,0.0,1517
XP_044926345.1,EYS,,,,,,,,,,,,,ENSMPUP00000003105,100,7.94e-165,495
XP_044926346.1,EYS,,,,,,,,,,,,,ENSMPUP00000003105,99.4,3.61e-105,335
XP_044926347.1,PPP1R36,,,,,ENSCAFP00000023621,89.8,7.26e-213,596,,,,,,,,
XP_044926348.1,LGSN,,,,,,,,,,,,,ENSMPUP00000003083,100,0.0,1098
XP_044926349.1,PPP1R36,,,,,ENSCAFP00000023621,89.6,3.57e-177,504,,,,,,,,
XP_044926350.1,PRIM2,,,,,,,,,,,,,ENSMPUP00000002605,100,6.87e-203,571
XP_044926351.1,PPP1R36,,,,,ENSCAFP00000023621,87.0,6.93e-246,682,,,,,,,,
XP_044926352.1,TRPM1,,,,,,,,,,,,,ENSMPUP00000011027,98.0,0.0,3081
XP_044926357.1,LOC101671235,ENSP00000415786,55.5,1.73e-80,258,,,,,ENSSSCP00000029164,55.5,2.66e-80,259,ENSMPUP00000016588,54.3,2.30e-78,253
XP_044926358.1,LOC106003318,ENSP00000479113,98.5,2.50e-194,547,ENSCAFP00000014603,99.6,6.83e-202,559,,,,,,,,
XP_044926361.1,PLEKHG3,,,,,,,,,,,,,ENSMPUP00000006713,88.6,0.0,2197
XP_044926362.1,ULK3,,,,,,,,,,,,,ENSMPUP00000017198,92.2,0.0,898
XP_044926363.1,ULK3,,,,,,,,,,,,,ENSMPUP00000017198,91.4,0.0,887
XP_044926364.1,ULK3,,,,,,,,,,,,,ENSMPUP00000017198,82.5,2.92e-277,767
XP_044926365.1,ULK3,,,,,,,,,,,,,ENSMPUP00000017198,86.3,1.84e-299,822
XP_044926366.1,ULK3,,,,,,,,,,,,,ENSMPUP00000017198,76.7,4.31e-248,692
XP_044926367.1,ULK3,,,,,,,,,,,,,ENSMPUP00000017198,73.2,3.47e-232,650
XP_044926368.1,ULK3,,,,,,,,,,,,,ENSMPUP00000017198,99.3,5.31e-295,808
XP_044926369.1,PLEKHG3,,,,,,,,,,,,,ENSMPUP00000006713,88.5,0.0,2189
XP_044926371.1,NELFCD,ENSP00000473290,97.5,0.0,1142,,,,,ENSSSCP00000008029,98.0,0.0,1137,,,,
XP_044926372.1,NELFCD,ENSP00000473290,96.3,0.0,1118,,,,,ENSSSCP00000008029,95.4,0.0,1106,,,,
XP_044926373.1,ARID3B,,,,,,,,,,,,,ENSMPUP00000017180,97.9,0.0,1019
XP_044926374.1,ARID3B,,,,,,,,,,,,,ENSMPUP00000017180,97.9,0.0,1019
XP_044926375.1,ARID3B,,,,,,,,,,,,,ENSMPUP00000017180,98.1,0.0,1025
XP_044926376.1,PLEKHG3,,,,,,,,,,,,,ENSMPUP00000006713,90.5,0.0,2207
XP_044926377.1,LOC101673302,,,,,ENSCAFP00000025264,98.9,7.48e-191,529,ENSSSCP00000013201,98.9,7.48e-191,529,ENSMPUP00000005256,98.9,3.05e-190,528
XP_044926378.1,TCEA2,,,,,ENSCAFP00000022394,89.1,3.95e-166,468,,,,,,,,
XP_044926379.1,PLEKHG3,,,,,,,,,,,,,ENSMPUP00000006713,90.6,0.0,2212
XP_044926380.1,RGS19,,,,,,,,,,,,,ENSMPUP00000008621,99.5,2.18e-134,382
XP_044926381.1,RGS19,ENSP00000378483,97.6,1.79e-77,234,ENSCAFP00000038171,98.4,2.19e-78,237,,,,,ENSMPUP00000008621,100,9.34e-80,240
XP_044926382.1,LKAAEAR1,,,,,,,,,,,,,ENSMPUP00000008665,100,3.75e-122,349
XP_044926386.1,PLEKHG3,,,,,,,,,,,,,ENSMPUP00000006713,90.4,0.0,2199
XP_044926390.1,PSMA7,ENSP00000359910,98.8,1.59e-164,461,,,,,,,,,,,,
XP_044926396.1,PLEKHG3,,,,,,,,,,,,,ENSMPUP00000006713,90.5,0.0,2204
XP_044926399.1,MYO9A,,,,,ENSCAFP00000039311,92.4,0.0,4451,,,,,,,,
XP_044926400.1,MYO9A,,,,,ENSCAFP00000039311,93.0,0.0,4461,,,,,,,,
XP_044926401.1,PARP6,ENSP00000456348,99.8,0.0,1257,,,,,ENSSSCP00000002107,99.5,0.0,1253,,,,
XP_044926402.1,PARP6,ENSP00000456348,99.8,0.0,1257,,,,,ENSSSCP00000002107,99.5,0.0,1253,,,,
XP_044926403.1,PARP6,ENSP00000456348,99.8,0.0,1257,,,,,ENSSSCP00000002107,99.5,0.0,1253,,,,
XP_044926404.1,PARP6,ENSP00000456348,99.8,0.0,1257,,,,,ENSSSCP00000002107,99.5,0.0,1253,,,,
XP_044926405.1,PLEKHG3,,,,,,,,,,,,,ENSMPUP00000006713,88.6,0.0,2196
XP_044926406.1,PLEKHG3,,,,,,,,,,,,,ENSMPUP00000006713,88.6,0.0,2196
XP_044926407.1,GRAMD2A,,,,,,,,,,,,,ENSMPUP00000017015,97.9,4.67e-194,551
XP_044926408.1,GRAMD2A,,,,,,,,,,,,,ENSMPUP00000017015,97.9,1.58e-194,551
XP_044926410.1,GRAMD2A,,,,,,,,,,,,,ENSMPUP00000017015,97.9,7.58e-195,551
XP_044926411.1,PHACTR3,,,,,,,,,,,,,ENSMPUP00000007048,96.7,1.46e-290,807
XP_044926412.1,MPI,,,,,,,,,,,,,ENSMPUP00000017202,99.2,5.64e-268,737
XP_044926413.1,MPI,,,,,,,,,,,,,ENSMPUP00000017202,86.1,8.29e-246,679
XP_044926414.1,MPI,,,,,,,,,,,,,ENSMPUP00000017202,100,1.53e-195,549
XP_044926415.1,PLEKHG3,,,,,,,,,,,,,ENSMPUP00000006713,97.4,0.0,2239
XP_044926416.1,FAM219B,,,,,,,,,,,,,ENSMPUP00000017203,100,2.66e-88,264
XP_044926417.1,FAM219B,,,,,,,,,,,,,ENSMPUP00000017203,100,2.56e-88,264
XP_044926418.1,PTPN9,ENSP00000482732,96.5,0.0,1174,,,,,ENSSSCP00000002053,98.5,0.0,1175,,,,
XP_044926419.1,PLEKHG3,,,,,,,,,,,,,ENSMPUP00000006713,99.8,0.0,2254
XP_044926423.1,YTHDF1,,,,,,,,,,,,,ENSMPUP00000008054,100,0.0,960
XP_044926424.1,YTHDF1,,,,,,,,,,,,,ENSMPUP00000008054,100,0.0,960
XP_044926425.1,YTHDF1,,,,,,,,,,,,,ENSMPUP00000008054,100,0.0,960
XP_044926426.1,PCSK6,ENSP00000482760,91.8,0.0,1667,,,,,,,,,,,,
XP_044926427.1,PCSK6,ENSP00000482760,90.6,0.0,1640,,,,,,,,,,,,
XP_044926428.1,PCSK6,ENSP00000482760,95.1,0.0,1095,,,,,,,,,,,,
XP_044926430.1,CABLES2,,,,,ENSCAFP00000034692,78.1,3.28e-266,742,,,,,,,,
XP_044926431.1,CABLES2,,,,,ENSCAFP00000034692,84.1,8.36e-275,762,,,,,,,,
XP_044926432.1,RPS21,,,,,,,,,ENSSSCP00000002737,100,5.20e-54,169,,,,
XP_044926433.1,PSTPIP1,,,,,,,,,,,,,ENSMPUP00000017224,93.8,4.24e-261,719
XP_044926434.1,PSTPIP1,,,,,,,,,,,,,ENSMPUP00000017224,100,1.70e-265,729
XP_044926435.1,PSTPIP1,,,,,,,,,,,,,ENSMPUP00000017224,100,8.58e-240,663
XP_044926437.1,LINS1,,,,,,,,,,,,,ENSMPUP00000010815,95.3,0.0,1410
XP_044926440.1,RAB15,,,,,ENSCAFP00000023834,99.4,5.65e-115,330,ENSSSCP00000002474,97.1,2.19e-115,331,ENSMPUP00000006754,100,2.41e-118,339
XP_044926441.1,ZNF831,,,,,,,,,,,,,ENSMPUP00000007038,100,0.0,2630
XP_044926442.1,ZNF831,,,,,,,,,,,,,ENSMPUP00000007038,100,0.0,2628
XP_044926443.1,LOC101680985,,,,,ENSCAFP00000016018,84.7,3.92e-225,629,,,,,ENSMPUP00000010641,100,4.00e-221,614
XP_044926444.1,LOC101680985,,,,,,,,,,,,,ENSMPUP00000010641,100,6.71e-239,657
XP_044926445.1,LOC101680985,,,,,,,,,,,,,ENSMPUP00000010641,100,6.71e-239,657
XP_044926446.1,LOC101680985,,,,,ENSCAFP00000016018,74.0,5.62e-185,526,,,,,,,,
XP_044926447.1,UBE2Q2,,,,,,,,,,,,,ENSMPUP00000017242,79.0,6.15e-199,556
XP_044926448.1,UBE2Q2,ENSP00000267938,98.8,3.65e-172,486,ENSCAFP00000026817,98.0,6.89e-175,493,ENSSSCP00000022998,98.0,1.37e-172,487,ENSMPUP00000017242,100,7.14e-175,493
XP_044926449.1,SYCP2,,,,,,,,,,,,,ENSMPUP00000007057,99.8,0.0,2789
XP_044926450.1,SYCP2,,,,,,,,,,,,,ENSMPUP00000007057,100,0.0,2795
XP_044926451.1,SYCP2,,,,,,,,,,,,,ENSMPUP00000007057,94.5,0.0,2623
XP_044926452.1,SYCP2,,,,,,,,,,,,,ENSMPUP00000007057,100,0.0,974
XP_044926453.1,CUNH15orf39,,,,,,,,,,,,,ENSMPUP00000017209,100,0.0,1917
XP_044926454.1,CUNH15orf39,,,,,,,,,,,,,ENSMPUP00000017209,100,0.0,1678
XP_044926455.1,CUNH15orf39,,,,,,,,,,,,,ENSMPUP00000017209,99.2,0.0,1680
XP_044926456.1,ZBP1,,,,,,,,,,,,,ENSMPUP00000006616,98.4,1.11e-252,699
XP_044926457.1,ZBP1,,,,,,,,,,,,,ENSMPUP00000006616,100,6.81e-256,706
XP_044926458.1,ARFGAP1,,,,,,,,,,,,,ENSMPUP00000008079,93.7,2.30e-288,789
XP_044926459.1,ARFGAP1,,,,,,,,,,,,,ENSMPUP00000008079,100,1.44e-293,802
XP_044926460.1,ARFGAP1,,,,,,,,,,,,,ENSMPUP00000008079,89.0,2.82e-270,743
XP_044926461.1,ARFGAP1,,,,,,,,,,,,,ENSMPUP00000008079,88.5,3.54e-268,737
XP_044926462.1,ARFGAP1,,,,,,,,,,,,,ENSMPUP00000008079,95.0,2.06e-274,753
XP_044926463.1,ARFGAP1,,,,,,,,,,,,,ENSMPUP00000008079,94.7,7.75e-274,751
XP_044926466.1,SLCO4A1,,,,,,,,,,,,,ENSMPUP00000007835,100,0.0,1489
XP_044926467.1,MAX,ENSP00000351490,93.8,3.21e-29,109,ENSCAFP00000023887,93.8,3.21e-29,109,ENSSSCP00000002476,93.8,2.50e-29,109,ENSMPUP00000006805,93.8,3.21e-29,109
XP_044926468.1,CD276,,,,,ENSCAFP00000026292,97.0,0.0,1008,,,,,,,,
XP_044926469.1,CD276,,,,,ENSCAFP00000026292,97.0,0.0,1008,,,,,,,,
XP_044926470.1,CD276,,,,,ENSCAFP00000026292,97.0,0.0,1008,,,,,,,,
XP_044926471.1,CD276,,,,,ENSCAFP00000026292,97.0,0.0,1008,,,,,,,,
XP_044926472.1,CD276,,,,,ENSCAFP00000026292,78.2,3.12e-274,758,,,,,,,,
XP_044926473.1,FAM189A1,,,,,,,,,,,,,ENSMPUP00000010972,100,3.95e-309,843
XP_044926474.1,FAM189A1,ENSP00000261275,85.3,4.69e-246,687,,,,,,,,,,,,
XP_044926475.1,DIDO1,,,,,,,,,,,,,ENSMPUP00000007948,99.9,0.0,3353
XP_044926476.1,DIDO1,,,,,,,,,,,,,ENSMPUP00000007948,99.9,0.0,3353
XP_044926477.1,DIDO1,,,,,,,,,,,,,ENSMPUP00000007948,99.9,0.0,3353
XP_044926478.1,DIDO1,,,,,,,,,,,,,ENSMPUP00000007948,99.9,0.0,3353
XP_044926479.1,DIDO1,,,,,,,,,,,,,ENSMPUP00000007948,99.9,0.0,3353
XP_044926480.1,DIDO1,,,,,,,,,,,,,ENSMPUP00000007948,100,0.0,2959
XP_044926481.1,DIDO1,,,,,,,,,,,,,ENSMPUP00000007948,99.8,0.0,2090
XP_044926482.1,SLC17A9,,,,,ENSCAFP00000018779,69.5,9.07e-254,709,,,,,ENSMPUP00000008039,72.5,4.69e-248,692
XP_044926483.1,SLC17A9,,,,,ENSCAFP00000018779,69.5,9.07e-254,709,,,,,ENSMPUP00000008039,72.5,4.69e-248,692
XP_044926484.1,SLC17A9,,,,,ENSCAFP00000018779,62.7,9.84e-223,629,,,,,,,,
XP_044926485.1,SLC17A9,,,,,ENSCAFP00000018779,62.0,3.17e-217,615,,,,,,,,
XP_044926486.1,SLC17A9,,,,,,,,,,,,,ENSMPUP00000008039,52.6,7.00e-79,259
XP_044926487.1,SLC17A9,,,,,,,,,,,,,ENSMPUP00000008039,52.6,7.00e-79,259
XP_044926488.1,SLC17A9,,,,,ENSCAFP00000018779,70.0,1.02e-265,739,,,,,,,,
XP_044926489.1,SLC17A9,,,,,ENSCAFP00000018779,79.4,1.93e-245,682,,,,,,,,
XP_044926490.1,SLC17A9,,,,,ENSCAFP00000018779,93.1,2.08e-299,818,,,,,,,,
XP_044926491.1,SLC17A9,,,,,,,,,,,,,ENSMPUP00000008039,96.4,2.88e-82,265
XP_044926492.1,SLC17A9,,,,,ENSCAFP00000018779,81.1,2.19e-247,687,,,,,,,,
