protein,gene_id,orth_id,pident,evalue,score
XP_044924544.1,LOC101690988,ENSMPUP00000008886,100,1.77e-263,723
XP_044924545.1,LOC101680447,ENSMPUP00000017569,94.7,1.38e-165,467
XP_044924546.1,OAT,ENSMPUP00000002720,100,0.0,886
XP_044924552.1,PSD,ENSMPUP00000016774,99.8,0.0,1973
XP_044924553.1,NFKB2,ENSMPUP00000016777,99.8,0.0,1599
XP_044924554.1,MFSD13A,ENSMPUP00000016765,99.3,6.31e-312,859
XP_044924559.1,ALDH18A1,ENSMPUP00000017005,98.6,0.0,1518
XP_044924560.1,ALDH18A1,ENSMPUP00000017005,98.4,0.0,1510
XP_044924561.1,ALDH18A1,ENSMPUP00000017005,99.1,0.0,1528
XP_044924562.1,ALDH18A1,ENSMPUP00000017005,99.5,0.0,1526
XP_044924563.1,ALDH18A1,ENSMPUP00000017005,99.2,0.0,1518
XP_044924564.1,ALDH18A1,ENSMPUP00000017005,100,0.0,1536
XP_044924565.1,ALDH18A1,ENSMPUP00000017005,99.7,0.0,1528
XP_044924576.1,STN1,ENSMPUP00000016695,89.1,4.31e-225,623
XP_044924577.1,STN1,ENSMPUP00000016695,89.6,7.48e-228,630
XP_044924584.1,CCNJ,ENSMPUP00000016984,100,1.32e-228,632
XP_044924585.1,CWF19L1,ENSMPUP00000016873,100,1.13e-283,781
XP_044924586.1,CWF19L1,ENSMPUP00000016873,100,1.13e-283,781
XP_044924587.1,CWF19L1,ENSMPUP00000016873,100,1.96e-199,563
XP_044924588.1,GOLGA7B,ENSMPUP00000016921,98.6,7.17e-98,286
XP_044924589.1,LOC123388667,ENSMPUP00000016920,100,8.80e-41,147
XP_044924590.1,RPP30,ENSMPUP00000017150,92.8,1.77e-156,445
XP_044924591.1,RPP30,ENSMPUP00000017150,93.6,4.34e-181,506
XP_044924592.1,RPP30,ENSMPUP00000017150,89.4,1.19e-168,474
XP_044924616.1,LOC101678431,ENSMPUP00000019869,99.5,1.08e-132,376
XP_044924628.1,SORBS1,ENSMPUP00000017008,75.3,0.0,1485
XP_044924629.1,SORBS1,ENSMPUP00000017008,70.4,0.0,1416
XP_044924630.1,SORBS1,ENSMPUP00000017008,69.7,0.0,1366
XP_044924633.1,SORBS1,ENSMPUP00000017008,65.6,0.0,1320
XP_044924634.1,SORBS1,ENSMPUP00000017008,65.7,0.0,1254
XP_044924635.1,NT5C2,ENSMPUP00000016740,100,2.61e-263,729
XP_044924636.1,TCTN3,ENSMPUP00000016995,100,0.0,1077
XP_044924637.1,FRMPD2,ENSMPUP00000008982,99.5,0.0,2505
XP_044924638.1,FRMPD2,ENSMPUP00000008982,99.5,0.0,2326
XP_044924640.1,FRMPD2,ENSMPUP00000008948,100,3.29e-189,528
XP_044924641.1,FRMPD2,ENSMPUP00000008948,100,9.82e-190,528
XP_044924643.1,AS3MT,ENSMPUP00000016746,99.7,8.30e-276,753
XP_044924644.1,AS3MT,ENSMPUP00000016746,98.0,1.46e-253,696
XP_044924645.1,AS3MT,ENSMPUP00000016746,99.7,6.29e-252,691
XP_044924646.1,AS3MT,ENSMPUP00000016746,99.7,8.30e-276,753
XP_044924647.1,PLCE1,ENSMPUP00000017027,96.5,0.0,4234
XP_044924648.1,PLCE1,ENSMPUP00000017027,98.0,0.0,3376
XP_044924658.1,KIF20B,ENSMPUP00000017154,96.2,0.0,2862
XP_044924659.1,PAQR3,ENSMPUP00000006596,100,7.50e-235,644
XP_044924660.1,LOC101681143,ENSMPUP00000019126,100,5.73e-82,243
XP_044924665.1,RGS10,ENSMPUP00000003033,100,8.81e-86,256
XP_044924666.1,LOC101692024,ENSMPUP00000014381,100,8.67e-111,318
XP_044924667.1,CPEB3,ENSMPUP00000017119,96.8,0.0,1251
XP_044924668.1,CPEB3,ENSMPUP00000017119,96.8,0.0,1251
XP_044924669.1,CPEB3,ENSMPUP00000017119,96.8,0.0,1251
XP_044924670.1,CPEB3,ENSMPUP00000017119,96.8,0.0,1251
XP_044924671.1,CPEB3,ENSMPUP00000017119,96.8,0.0,1251
XP_044924672.1,RBM20,ENSMPUP00000002049,99.9,0.0,2005
XP_044924684.1,KNDC1,ENSMPUP00000009664,100,0.0,3234
XP_044924685.1,KNDC1,ENSMPUP00000009664,99.4,0.0,3207
XP_044924686.1,KNDC1,ENSMPUP00000009664,100,0.0,2979
XP_044924687.1,GFRA1,ENSMPUP00000003490,100,0.0,949
XP_044924690.1,RBP4,ENSMPUP00000017083,100,1.08e-150,422
XP_044924691.1,LOC101691381,ENSMPUP00000014375,100,1.03e-72,221
XP_044924695.1,JAKMIP3,ENSMPUP00000002230,95.3,0.0,1254
XP_044924696.1,JAKMIP3,ENSMPUP00000002230,95.5,0.0,1259
XP_044924699.1,LOC101691103,ENSMPUP00000014366,79.7,5.83e-165,465
XP_044924701.1,JAKMIP3,ENSMPUP00000002230,86.8,0.0,1089
XP_044924702.1,JAKMIP3,ENSMPUP00000002230,87.0,0.0,1094
XP_044924703.1,JAKMIP3,ENSMPUP00000002230,86.7,0.0,1090
XP_044924710.1,FFAR4,ENSMPUP00000017086,85.6,2.50e-204,569
XP_044924711.1,CC2D2B,ENSMPUP00000016987,100,2.71e-127,398
XP_044924721.1,TMEM273,ENSMPUP00000009164,100,3.26e-54,171
XP_044924722.1,TMEM273,ENSMPUP00000009164,100,7.29e-54,169
XP_044924723.1,TMEM273,ENSMPUP00000009164,100,7.29e-54,169
XP_044924726.1,NKX1-2,ENSMPUP00000002713,89.9,6.01e-145,416
XP_044924727.1,SH3PXD2A,ENSMPUP00000016715,97.1,0.0,1758
XP_044924728.1,ABCC2,ENSMPUP00000016880,97.8,0.0,2857
XP_044924729.1,FXYD4,ENSMPUP00000017176,100,2.04e-60,185
XP_044924730.1,FXYD4,ENSMPUP00000017176,100,2.04e-60,185
XP_044924731.1,LOC123388683,ENSMPUP00000013896,65.6,1.02e-36,126
XP_044924732.1,FXYD4,ENSMPUP00000017176,100,2.04e-60,185
XP_044924733.1,FXYD4,ENSMPUP00000017176,100,2.04e-60,185
XP_044924734.1,FXYD4,ENSMPUP00000017176,100,2.04e-60,185
XP_044924735.1,SHOC2,ENSMPUP00000002039,100,2.54e-105,336
XP_044924736.1,PDCD4,ENSMPUP00000002044,84.9,1.18e-270,745
XP_044924751.1,INPP5A,ENSMPUP00000002213,98.6,3.01e-260,716
XP_044924756.1,PLAAT5,ENSMPUP00000013407,96.1,2.21e-148,422
XP_044924757.1,WDFY4,ENSMPUP00000009077,99.9,0.0,4980
XP_044924758.1,WDFY4,ENSMPUP00000009077,100,0.0,3914
XP_044924759.1,WDFY4,ENSMPUP00000009077,100,0.0,2015
XP_044924760.1,PLAAT5,ENSMPUP00000013407,96.9,2.13e-150,427
XP_044924761.1,LRRC18,ENSMPUP00000009144,99.2,2.26e-115,338
XP_044924762.1,FGF8,ENSMPUP00000016793,97.5,2.10e-164,461
XP_044924763.1,POLL,ENSMPUP00000016816,99.8,0.0,1143
XP_044924765.1,FBXW4,ENSMPUP00000016802,100,8.45e-251,689
XP_044924766.1,FBXW4,ENSMPUP00000016802,100,8.45e-251,689
XP_044924767.1,FBXW4,ENSMPUP00000016802,100,8.45e-251,689
XP_044924783.1,TACC2,ENSMPUP00000002915,100,0.0,1678
XP_044924784.1,BTBD16,ENSMPUP00000002874,100,0.0,996
XP_044924785.1,BTBD16,ENSMPUP00000002874,94.8,0.0,930
XP_044924786.1,BTBD16,ENSMPUP00000002874,93.4,0.0,914
XP_044924787.1,BTBD16,ENSMPUP00000002874,88.2,1.57e-311,852
XP_044924791.1,DOCK1,ENSMPUP00000002483,98.9,0.0,3440
XP_044924792.1,DOCK1,ENSMPUP00000002483,100,0.0,3451
XP_044924794.1,PLPP4,ENSMPUP00000002975,100,1.66e-189,526
XP_044924795.1,PLPP4,ENSMPUP00000002975,100,1.66e-189,526
XP_044924796.1,PLPP4,ENSMPUP00000002975,100,3.44e-110,320
XP_044924797.1,PLPP4,ENSMPUP00000002975,100,3.44e-110,320
XP_044924798.1,PLPP4,ENSMPUP00000002975,100,3.44e-110,320
XP_044924802.1,CUNH10orf90,ENSMPUP00000002501,85.3,0.0,1018
XP_044924803.1,SHLD2,ENSMPUP00000008876,100,0.0,1814
XP_044924804.1,SHLD2,ENSMPUP00000008876,100,0.0,1814
XP_044924807.1,FANK1,ENSMPUP00000002535,99.3,3.25e-82,268
XP_044924812.1,TUBGCP2,ENSMPUP00000009649,100,0.0,1738
XP_044924816.1,TMEM72,ENSMPUP00000017190,100,3.68e-118,345
XP_044924817.1,LOC101674639,ENSMPUP00000018154,96.2,7.68e-277,759
XP_044924818.1,MXI1,ENSMPUP00000002074,96.6,1.82e-159,452
XP_044924820.1,NPY4R2,ENSMPUP00000019389,100,1.18e-273,748
XP_044924823.1,LOC101688450,ENSMPUP00000017021,99.8,0.0,868
XP_044924824.1,ATE1,ENSMPUP00000002939,96.8,0.0,974
XP_044924825.1,ATE1,ENSMPUP00000002939,96.2,1.61e-292,811
XP_044924826.1,ATE1,ENSMPUP00000002939,94.3,0.0,900
XP_044924827.1,ATE1,ENSMPUP00000002939,88.2,2.41e-316,870
XP_044924828.1,ATE1,ENSMPUP00000002939,96.5,0.0,898
XP_044924834.1,FGFR2,ENSMPUP00000002959,100,0.0,1701
XP_044924835.1,FGFR2,ENSMPUP00000002959,89.2,0.0,1472
XP_044924836.1,FGFR2,ENSMPUP00000002959,86.0,0.0,1414
XP_044924838.1,PCGF5,ENSMPUP00000017131,100,4.53e-193,534
XP_044924839.1,PCGF5,ENSMPUP00000017131,100,4.53e-193,534
XP_044924840.1,PCGF5,ENSMPUP00000017131,92.2,5.19e-171,478
XP_044924842.1,ZDHHC6,ENSMPUP00000002022,96.4,2.74e-195,548
XP_044924843.1,VTI1A,ENSMPUP00000002019,100,1.25e-140,399
XP_044924844.1,VTI1A,ENSMPUP00000002019,100,1.53e-123,355
XP_044924845.1,CHAT,ENSMPUP00000009197,99.8,0.0,1277
XP_044924846.1,MYOF,ENSMPUP00000017090,99.1,0.0,4191
XP_044924847.1,MYOF,ENSMPUP00000017090,98.5,0.0,4160
XP_044924848.1,MYOF,ENSMPUP00000017090,100,0.0,4201
XP_044924850.1,PDCD11,ENSMPUP00000016724,100,0.0,3469
XP_044924851.1,PCGF6,ENSMPUP00000016737,92.9,3.61e-240,665
XP_044924852.1,PCGF6,ENSMPUP00000016737,91.9,1.62e-235,653
XP_044924853.1,CALHM2,ENSMPUP00000016721,100,2.51e-235,647
XP_044924854.1,GBF1,ENSMPUP00000016778,98.3,0.0,3585
XP_044924855.1,GBF1,ENSMPUP00000016778,95.5,0.0,3456
XP_044924856.1,GBF1,ENSMPUP00000016778,97.5,0.0,3484
XP_044924857.1,HSPA12A,ENSMPUP00000003389,100,0.0,1325
XP_044924860.1,SHTN1,ENSMPUP00000003377,100,0.0,932
XP_044924862.1,ENO4,ENSMPUP00000003384,91.0,0.0,1046
XP_044924863.1,ENO4,ENSMPUP00000003384,86.4,0.0,972
XP_044924865.1,ZNF518A,ENSMPUP00000020000,100,0.0,2894
XP_044924866.1,ZNF518A,ENSMPUP00000020000,100,0.0,2894
XP_044924867.1,ZNF518A,ENSMPUP00000020000,100,0.0,2894
XP_044924868.1,ZNF518A,ENSMPUP00000020000,100,0.0,2894
XP_044924869.1,ZNF518A,ENSMPUP00000020000,100,0.0,2894
XP_044924870.1,ZNF518A,ENSMPUP00000020000,100,0.0,2894
XP_044924871.1,ZNF518A,ENSMPUP00000020000,100,0.0,2894
XP_044924872.1,BLNK,ENSMPUP00000016980,91.8,0.0,927
XP_044924873.1,BLNK,ENSMPUP00000016980,95.3,0.0,939
XP_044924874.1,BLNK,ENSMPUP00000016980,91.5,0.0,892
XP_044924875.1,BLNK,ENSMPUP00000016980,95.8,0.0,935
XP_044924876.1,BLNK,ENSMPUP00000016980,89.6,3.04e-310,850
XP_044924877.1,BLNK,ENSMPUP00000016980,86.5,8.10e-312,854
XP_044924878.1,BLNK,ENSMPUP00000016980,95.1,0.0,903
XP_044924879.1,BLNK,ENSMPUP00000016980,89.7,1.72e-316,865
XP_044924880.1,BLNK,ENSMPUP00000016980,90.3,4.30e-315,862
XP_044924881.1,BLNK,ENSMPUP00000016980,93.8,0.0,873
XP_044924882.1,BLNK,ENSMPUP00000016980,99.5,2.50e-267,736
XP_044924883.1,IKZF5,ENSMPUP00000002758,100,6.28e-216,603
XP_044924884.1,FGFBP3,ENSMPUP00000020001,100,6.61e-179,498
XP_044924885.1,FGFBP3,ENSMPUP00000020001,100,6.61e-179,498
XP_044924886.1,CACUL1,ENSMPUP00000003171,91.2,1.04e-198,557
XP_044924887.1,MMS19,ENSMPUP00000016935,99.7,0.0,1287
XP_044924888.1,ZDHHC16,ENSMPUP00000016937,95.8,1.13e-261,717
XP_044924889.1,ZDHHC16,ENSMPUP00000016937,89.7,3.16e-246,677
XP_044924890.1,ZDHHC16,ENSMPUP00000016937,85.4,2.86e-231,639
XP_044924891.1,ZDHHC16,ENSMPUP00000016937,100,3.43e-194,545
XP_044924892.1,HOGA1,ENSMPUP00000016932,100,7.17e-162,459
XP_044924893.1,ANKRD2,ENSMPUP00000016933,100,9.86e-107,323
XP_044924894.1,MORN4,ENSMPUP00000016931,100,4.68e-40,138
XP_044924897.1,ARMH3,ENSMPUP00000016785,100,0.0,1134
XP_044924899.1,NOC3L,ENSMPUP00000017026,100,0.0,1375
XP_044924903.1,TBC1D12,ENSMPUP00000017024,100,3.67e-254,697
XP_044924904.1,TBC1D12,ENSMPUP00000017024,100,3.67e-254,697
XP_044924905.1,CHUK,ENSMPUP00000016874,99.8,0.0,1167
XP_044924906.1,LOC101673557,ENSMPUP00000001623,73.7,2.08e-55,177
XP_044924907.1,BMPR1A,ENSMPUP00000008777,100,0.0,1091
XP_044924908.1,BMPR1A,ENSMPUP00000008777,100,0.0,1091
XP_044924913.1,MAPK8,ENSMPUP00000009054,97.9,7.01e-276,755
XP_044924915.1,SLC18A2,ENSMPUP00000003317,100,0.0,984
XP_044924916.1,PIK3AP1,ENSMPUP00000016945,100,0.0,1436
XP_044924917.1,PIK3AP1,ENSMPUP00000016945,100,0.0,1355
XP_044924918.1,PIK3AP1,ENSMPUP00000016945,100,0.0,1224
XP_044924919.1,CFAP58,ENSMPUP00000016686,100,0.0,1070
XP_044924920.1,LOC101682357,ENSMPUP00000019998,98.2,0.0,1084
XP_044924921.1,ARHGAP22,ENSMPUP00000009068,92.3,0.0,1211
XP_044924922.1,ARHGAP22,ENSMPUP00000009068,86.4,0.0,1138
XP_044924923.1,ARHGAP22,ENSMPUP00000009068,88.4,0.0,1149
XP_044924924.1,ARHGAP22,ENSMPUP00000009068,95.6,0.0,1107
XP_044924925.1,ARHGAP22,ENSMPUP00000009068,97.5,0.0,1034
XP_044924926.1,R3HCC1L,ENSMPUP00000016919,100,0.0,1479
XP_044924934.1,CPXM2,ENSMPUP00000002731,94.9,0.0,1326
XP_044924935.1,CHST15,ENSMPUP00000002725,100,0.0,1167
XP_044924940.1,LOC101690236,ENSMPUP00000016920,99.8,0.0,1106
XP_044924942.1,DRGX,ENSMPUP00000009174,100,4.71e-180,505
XP_044924949.1,PPRC1,ENSMPUP00000016783,99.1,0.0,2171
XP_044924950.1,PPRC1,ENSMPUP00000016783,99.8,0.0,2179
XP_044924953.1,ZRANB1,ENSMPUP00000002673,99.9,0.0,1425
XP_044924954.1,ZRANB1,ENSMPUP00000002673,100,3.12e-277,772
XP_044924955.1,CTBP2,ENSMPUP00000002663,100,0.0,866
XP_044924956.1,CTBP2,ENSMPUP00000002663,100,0.0,866
XP_044924957.1,CTBP2,ENSMPUP00000002663,100,0.0,866
XP_044924958.1,CTBP2,ENSMPUP00000002663,100,0.0,866
XP_044924959.1,CTBP2,ENSMPUP00000002663,100,3.03e-303,828
XP_044924960.1,SUFU,ENSMPUP00000016762,99.3,0.0,899
XP_044924961.1,SUFU,ENSMPUP00000016762,99.6,0.0,903
XP_044924963.1,EXOC6,ENSMPUP00000017105,97.6,0.0,1358
XP_044924964.1,PWWP2B,ENSMPUP00000019123,100,1.51e-301,832
XP_044924965.1,PWWP2B,ENSMPUP00000019123,99.4,0.0,871
XP_044924966.1,LRRC27,ENSMPUP00000002218,79.4,0.0,915
XP_044924967.1,LRRC27,ENSMPUP00000002218,79.6,0.0,920
XP_044924968.1,LRRC27,ENSMPUP00000002218,89.8,0.0,947
XP_044924969.1,LRRC27,ENSMPUP00000002218,87.8,7.67e-273,758
XP_044924970.1,LRRC27,ENSMPUP00000002218,87.8,1.46e-272,756
XP_044924971.1,ZNF239,ENSMPUP00000020002,100,1.31e-120,363
XP_044924972.1,ZNF239,ENSMPUP00000020002,100,1.31e-120,363
XP_044924973.1,ZNF239,ENSMPUP00000020002,100,1.31e-120,363
XP_044924974.1,ZNF239,ENSMPUP00000020002,100,1.31e-120,363
XP_044924975.1,ZNF239,ENSMPUP00000020002,100,1.31e-120,363
XP_044924976.1,TDRD1,ENSMPUP00000001969,97.0,0.0,2262
XP_044924977.1,TDRD1,ENSMPUP00000001969,97.0,0.0,2262
XP_044924978.1,TDRD1,ENSMPUP00000001969,97.0,0.0,2255
XP_044924979.1,TDRD1,ENSMPUP00000001969,97.0,0.0,2245
XP_044924980.1,TDRD1,ENSMPUP00000001969,97.0,0.0,2245
XP_044924981.1,AFAP1L2,ENSMPUP00000001960,94.2,0.0,1499
XP_044924982.1,AFAP1L2,ENSMPUP00000001960,94.5,0.0,1500
XP_044924983.1,AFAP1L2,ENSMPUP00000001960,97.4,0.0,1511
XP_044924984.1,AFAP1L2,ENSMPUP00000001960,99.6,0.0,1548
XP_044924986.1,VWA2,ENSMPUP00000001965,96.8,0.0,1498
XP_044924988.1,WDR11,ENSMPUP00000002967,100,0.0,2199
XP_044924991.1,PAQR3,ENSMPUP00000006596,100,7.50e-235,644
XP_044924992.1,LOC101678300,ENSMPUP00000000445,86.6,3.11e-175,497
XP_044924993.1,FHIP2A,ENSMPUP00000003540,99.9,0.0,1509
XP_044924994.1,FHIP2A,ENSMPUP00000003540,100,0.0,1417
XP_044924997.1,PRPF39,ENSMPUP00000004748,91.6,0.0,1191
XP_044924999.1,CAPS2,ENSMPUP00000017369,87.6,0.0,991
XP_044925000.1,CAPS2,ENSMPUP00000017369,87.6,0.0,991
XP_044925001.1,CAPS2,ENSMPUP00000017369,87.6,0.0,991
XP_044925002.1,CAPS2,ENSMPUP00000017369,100,0.0,922
XP_044925003.1,E2F7,ENSMPUP00000017358,96.4,0.0,1696
XP_044925004.1,E2F7,ENSMPUP00000017358,85.9,0.0,1466
XP_044925005.1,KCNC2,ENSMPUP00000017370,91.0,0.0,1059
XP_044925006.1,NAV3,ENSMPUP00000017355,99.6,0.0,3863
XP_044925007.1,NAV3,ENSMPUP00000017355,99.0,0.0,3826
XP_044925008.1,NAV3,ENSMPUP00000017355,99.3,0.0,3833
XP_044925009.1,NAV3,ENSMPUP00000017355,98.6,0.0,3809
XP_044925010.1,NAV3,ENSMPUP00000017355,92.3,0.0,3512
XP_044925011.1,NAV3,ENSMPUP00000017355,91.7,0.0,3479
XP_044925012.1,NAV3,ENSMPUP00000017355,97.7,0.0,3048
XP_044925013.1,PPP1R12A,ENSMPUP00000017350,96.9,0.0,1419
XP_044925014.1,PPP1R12A,ENSMPUP00000017350,96.8,0.0,1341
XP_044925015.1,PPP1R12A,ENSMPUP00000017350,91.4,0.0,1316
XP_044925016.1,PPP1R12A,ENSMPUP00000017350,89.4,0.0,1306
XP_044925017.1,PPP1R12A,ENSMPUP00000017350,84.6,0.0,1217
XP_044925018.1,FANCM,ENSMPUP00000004809,99.8,0.0,3997
XP_044925020.1,OSBPL8,ENSMPUP00000017362,100,0.0,1707
XP_044925021.1,OSBPL8,ENSMPUP00000017362,100,0.0,1707
XP_044925022.1,OSBPL8,ENSMPUP00000017362,100,0.0,1601
XP_044925023.1,FANCM,ENSMPUP00000004809,99.8,0.0,3354
XP_044925024.1,OSBPL8,ENSMPUP00000017362,100,0.0,1601
XP_044925026.1,OTOGL,ENSMPUP00000017349,98.7,0.0,4766
XP_044925027.1,OTOGL,ENSMPUP00000017349,96.7,0.0,4658
XP_044925028.1,MIS18BP1,ENSMPUP00000004825,95.4,0.0,2085
XP_044925029.1,GLIPR1,ENSMPUP00000017366,100,1.21e-201,556
XP_044925030.1,NAP1L1,ENSMPUP00000017364,100,7.76e-232,646
XP_044925032.1,NAP1L1,ENSMPUP00000017364,100,1.40e-232,646
XP_044925033.1,NAP1L1,ENSMPUP00000017364,100,9.05e-233,646
XP_044925034.1,NAP1L1,ENSMPUP00000017364,99.3,1.72e-186,529
XP_044925035.1,CUL2,ENSMPUP00000005908,100,0.0,1289
XP_044925038.1,SVIL,ENSMPUP00000012889,96.7,0.0,4151
XP_044925039.1,SVIL,ENSMPUP00000012889,81.8,0.0,3453
XP_044925041.1,DHTKD1,ENSMPUP00000001052,100,0.0,1644
XP_044925044.1,SEPHS1,ENSMPUP00000000942,100,2.63e-287,783
XP_044925045.1,OPTN,ENSMPUP00000000977,91.5,0.0,921
XP_044925046.1,OPTN,ENSMPUP00000000977,91.5,0.0,921
XP_044925047.1,OPTN,ENSMPUP00000000977,91.3,0.0,915
XP_044925048.1,LOC123388839,ENSMPUP00000018729,91.9,3.78e-164,466
XP_044925053.1,RPP38,ENSMPUP00000018405,99.6,2.39e-191,532
XP_044925055.1,CAMK1D,ENSMPUP00000001013,100,8.72e-205,571
XP_044925056.1,PHYH,ENSMPUP00000000943,99.7,1.33e-258,707
XP_044925057.1,LOC101676398,ENSMPUP00000000943,94.4,7.02e-245,672
XP_044925058.1,TRDMT1,ENSMPUP00000011441,100,8.56e-229,633
XP_044925059.1,LOC101694232,ENSMPUP00000007463,98.6,3.36e-95,279
XP_044925063.1,CCDC7,ENSMPUP00000012971,99.2,5.13e-301,863
XP_044925066.1,ZEB1,ENSMPUP00000012934,100,0.0,1835
XP_044925067.1,ZEB1,ENSMPUP00000012934,99.9,0.0,1829
XP_044925068.1,ZEB1,ENSMPUP00000012934,99.3,0.0,1813
XP_044925069.1,ZEB1,ENSMPUP00000012934,99.2,0.0,1808
XP_044925070.1,ZEB1,ENSMPUP00000012934,98.1,0.0,1380
XP_044925071.1,ZEB1,ENSMPUP00000012934,98.1,0.0,1380
XP_044925072.1,ZEB1,ENSMPUP00000012934,98.1,0.0,1380
XP_044925073.1,ZEB1,ENSMPUP00000012934,98.1,0.0,1380
XP_044925074.1,ZEB1,ENSMPUP00000012934,98.1,0.0,1380
XP_044925075.1,ZEB1,ENSMPUP00000012934,98.1,0.0,1380
XP_044925076.1,ZEB1,ENSMPUP00000012934,98.1,0.0,1380
XP_044925077.1,PARD3,ENSMPUP00000005888,99.8,0.0,2441
XP_044925078.1,PARD3,ENSMPUP00000005888,99.6,0.0,2430
XP_044925079.1,PARD3,ENSMPUP00000005888,100,0.0,2447
XP_044925080.1,PARD3,ENSMPUP00000005888,98.8,0.0,2409
XP_044925081.1,PARD3,ENSMPUP00000005888,98.6,0.0,2398
XP_044925082.1,PARD3,ENSMPUP00000005888,98.6,0.0,2398
XP_044925083.1,PARD3,ENSMPUP00000005888,99.0,0.0,2415
XP_044925084.1,PARD3,ENSMPUP00000005888,98.6,0.0,2399
XP_044925085.1,PARD3,ENSMPUP00000005888,98.9,0.0,2404
XP_044925086.1,PARD3,ENSMPUP00000005888,97.6,0.0,2367
XP_044925087.1,PARD3,ENSMPUP00000005888,97.5,0.0,2371
XP_044925088.1,PARD3,ENSMPUP00000005888,97.0,0.0,2357
XP_044925089.1,PARD3,ENSMPUP00000005888,96.7,0.0,2345
XP_044925090.1,PARD3,ENSMPUP00000005888,95.0,0.0,2288
XP_044925091.1,PARD3,ENSMPUP00000005888,93.9,0.0,2261
XP_044925100.1,BEND7,ENSMPUP00000000936,100,4.06e-275,753
XP_044925101.1,BEND7,ENSMPUP00000000936,100,1.22e-272,746
XP_044925103.1,PRPF18,ENSMPUP00000000932,100,2.05e-224,622
XP_044925104.1,PRPF18,ENSMPUP00000000932,100,2.95e-187,523
XP_044925105.1,PRPF18,ENSMPUP00000000932,100,2.95e-187,523
XP_044925106.1,FAM107B,ENSMPUP00000000928,100,1.65e-68,209
XP_044925107.1,FAM107B,ENSMPUP00000000928,100,1.65e-68,209
XP_044925108.1,FAM107B,ENSMPUP00000000928,100,1.65e-68,209
XP_044925109.1,FAM107B,ENSMPUP00000000928,100,1.65e-68,209
XP_044925110.1,FAM107B,ENSMPUP00000000928,100,1.65e-68,209
XP_044925115.1,SUV39H2,ENSMPUP00000000914,100,2.98e-308,838
XP_044925116.1,SUV39H2,ENSMPUP00000000914,100,3.45e-268,734
XP_044925117.1,SUV39H2,ENSMPUP00000000914,100,3.45e-268,734
XP_044925118.1,SUV39H2,ENSMPUP00000000914,100,3.45e-268,734
XP_044925119.1,SUV39H2,ENSMPUP00000000914,100,3.45e-268,734
XP_044925120.1,SUV39H2,ENSMPUP00000000914,100,3.75e-208,580
XP_044925122.1,KLHDC2,ENSMPUP00000004931,100,5.98e-231,641
XP_044925124.1,LOC101677498,ENSMPUP00000012835,100,7.02e-158,456
XP_044925125.1,LOC101677498,ENSMPUP00000012835,100,4.78e-158,456
XP_044925127.1,RSU1,ENSMPUP00000011427,90.3,5.65e-83,256
XP_044925128.1,ARF6,ENSMPUP00000019499,100,5.28e-127,360
XP_044925130.1,FAM171A1,ENSMPUP00000000899,100,0.0,1483
XP_044925131.1,FAM171A1,ENSMPUP00000000899,100,0.0,1483
XP_044925133.1,CREM,ENSMPUP00000005931,98.1,4.53e-227,629
XP_044925135.1,CREM,ENSMPUP00000005931,96.7,7.02e-221,613
XP_044925137.1,CREM,ENSMPUP00000005931,98.0,2.12e-214,596
XP_044925138.1,CREM,ENSMPUP00000005931,80.6,4.45e-169,479
XP_044925141.1,CREM,ENSMPUP00000005931,78.9,1.44e-164,468
XP_044925143.1,CREM,ENSMPUP00000005931,99.0,6.21e-57,187
XP_044925144.1,CREM,ENSMPUP00000005931,100,2.36e-54,179
XP_044925147.1,ITGB1,ENSMPUP00000005859,98.7,0.0,1523
XP_044925148.1,ITGB1,ENSMPUP00000005859,98.7,0.0,1523
XP_044925149.1,ITGB1,ENSMPUP00000005859,100,0.0,1546
XP_044925150.1,NUDT5,ENSMPUP00000001046,100,2.99e-93,275
XP_044925151.1,ZNF438,ENSMPUP00000012922,100,0.0,1622
XP_044925152.1,ZNF438,ENSMPUP00000012922,100,0.0,1485
XP_044925153.1,ARHGAP12,ENSMPUP00000012941,95.9,0.0,1530
XP_044925154.1,ARHGAP12,ENSMPUP00000012941,90.6,0.0,1412
XP_044925155.1,FRMD4A,ENSMPUP00000000930,99.6,0.0,1840
XP_044925156.1,FRMD4A,ENSMPUP00000000930,100,0.0,1853
XP_044925157.1,VIM,ENSMPUP00000011510,100,2.47e-297,815
XP_044925158.1,LOC101692542,ENSMPUP00000006386,84.1,7.79e-257,716
XP_044925159.1,ZNF496,ENSMPUP00000012162,100,0.0,1102
XP_044925160.1,ZNF496,ENSMPUP00000012162,99.8,0.0,1063
XP_044925161.1,NLRP3,ENSMPUP00000012189,99.7,0.0,1934
XP_044925162.1,NLRP3,ENSMPUP00000012189,99.7,0.0,1934
XP_044925163.1,NLRP3,ENSMPUP00000012189,93.7,0.0,1789
XP_044925164.1,NLRP3,ENSMPUP00000012189,94.2,0.0,1855
XP_044925165.1,NLRP3,ENSMPUP00000012189,99.7,0.0,2004
XP_044925166.1,NLRP3,ENSMPUP00000012189,99.7,0.0,2004
XP_044925167.1,NLRP3,ENSMPUP00000012189,99.7,0.0,2004
XP_044925168.1,NLRP3,ENSMPUP00000012189,100,0.0,1805
XP_044925169.1,NLRP3,ENSMPUP00000012189,88.0,0.0,1652
